主题,赞成数,反对数,留言数,持续时长
能否开通A市至B市方cun的公交车,0,0,5,1
反映A3区西雅博才小学收费的问题,0,0,5,1
投诉A4区香江高岭国际建材城开发商违规规划设计,0,0,5,1
投诉长株潭城铁随意调整谷山站上班高峰期车辆,0,0,5,1
反映人民快速路与A市大道和劳动路衔接问题,0,0,5,1
A4区四方坪教师村一栋中门上楼处电线乱象丛生,0,0,5,1
举报西地省诗珮贸易有限公司、A市德诚首饰行偷税漏税,0,0,5,1
A5区跳马镇暮石公路航院至石燕湖中间路段急需公交车,0,0,5,1
A市一中A4区中学初三国庆只放三天假,0,0,5,1
A8县目前施行的“半边户”政策对在编人员有政策歧视，不合理！,0,0,5,1
A4区富兴世界金融中心为何捂盘不售,0,0,5,1
A市退休工资调整不当，如何处理？,0,0,5,1
A1区中联重科退休员工独生子女优待金何时能兑现？,0,0,5,1
A7县楚龙街道盛地春天里商铺业主维权难,0,0,5,1
A5区东塘街道新芙之都随意更改规划设计,0,0,5,1
请政府接管湖楚财富，实质性启动善后清退工作,0,0,5,1
A市大学毕业生买房却迟迟无法入住,0,0,5,1
A3区学士街道裕园小区绿化带变成菜市场了,0,0,5,1
建议A市交警搬迁麓谷科目三考场,0,2,5,1
A市第一垃圾中转站散发恶臭,0,0,5,1
A市地铁三号线为什么还不通,0,1,5,1
A4区北辰三角洲E4区南门车库口牛聋子粉店噪音扰民,0,0,5,1
中国工商银行金融培训学校A6区校区油烟扰民,0,0,5,1
长株潭城铁时刻表随意更改不合理,0,0,5,1
A4区瑞都豪庭附近以后是否会有地铁站,0,0,5,1
A4区兴汉门彭家井25号2栋餐馆油烟扰民,0,0,5,1
A1区金楚北苑物业私自撤离，严重影响业主生活,0,0,5,1.0
西地省荣军医院欠缴职工养老保险,0,0,5,1
A市卓越中寰无故拒绝阻碍业主办理公积金组合贷,0,0,5,1
举报A市博长山水香颐小区违规建设医疗机构,0,0,5,1
A3区雨厂坪镇泉水村村民什么时候能喝上水？,0,0,5,1
西地省农华园林科技发展有限公司拖欠民工薪资,0,0,5,1
A市人民东路钢便桥拆除，双水湾小区业主出行怎么办？,0,0,5,1
A3区金南一期南门许多摆烧烤摊的造成严重空气污染,0,0,5,1
居住证未满一年，小孩不能在A市读小学？,0,0,5,1
A市A5区树木岭世贸璀璨天城通宵施工噪音扰民,0,0,5,1
A3区雨敞坪镇新卯村三合组移动信号时有时无,0,0,5,1
地铁5号线施工导致A市锦楚国际星城小区三期一个月停电10来次,0,0,5,1
A2区大唐印象三期施工把路都破坏了,0,0,5,1
建议合理配置A市望仙路交通信号灯及标识标线,0,0,5,1
反映A6区李家湖公园规划及环评问题,0,0,5,1
A3区积溪路颐美幼儿园门口路段收费停车合法吗,0,0,5,1
A市馨香雅苑的房产证遥遥无期,0,0,5,1
反映西地省医药职业中等专业学校频繁收费的问题,0,0,5,1
A市A1区凯通国际城消防设施严重瘫痪，区政府承诺解决至今仍无果,0,0,5,1
请给A市余易贷出借人一个保障,0,0,5,1
二次投诉A市银行白马桥流沙河支行侵权,0,0,5,1
咨询A7县榔梨龙华安置区外围马路修复问题,0,0,5,1
中铁十五局一公司A9市蒙华铁路工程拖欠工程款,0,0,5,1
反映A4区海洋半岛小区后面的非机动车隔离护栏问题,0,0,5,1
A市蝴蝶谷小区菜棚建设合规吗,0,0,5,1
A2区北辰中央公园至少连续一个月通宵施工,0,0,5,1
希望西地省把抗癌药品纳入医保范围,0,0,5,1
反映A2区牛角塘村寿塘湾组村民集体经济组织成员认定问题,0,0,5,1
关于A2区珈G2区小孩幼升小的问题咨询,0,0,5,1
投诉A市九龙领仕汇小区开发商收费不合理,0,0,5,1
A1区东盈商业广场开发商欺骗、愚弄全体业主,0,0,5,1
请求解决A市金星路与佑母塘十字路口人行天桥问题,0,0,5,1
反映西地省图书馆电子阅览室管理问题,0,0,5,1
举报B市新华驾校、B市交通局驾培科不作为,0,0,5,1
反映西地省医药职业中等专业学校频繁收费的问题,0,0,5,1
A7县江背镇朱家桥社区工厂夜间焚烧工业垃圾存在很多年了,0,0,5,1
A市沿江风光带何时维修完工,0,0,5,1
A市古曲路广益中学外的大马路简直就是个超级大停车场！,0,0,5,1
A市祥顺养老生活城预定养老床位涉嫌合同诈骗,0,0,5,1
关于A市土地确权和粮田直补金问题的咨询,0,0,5,1
A市万家丽北路和楚龙路十字路口的人行道围挡影响师生出行安全,0,0,5,1
A市405公交上班高峰期等不到车,0,0,5,1
举报A2区水墨林溪开发商暗箱操作房价,0,0,5,1
A市楚雅路隧道对望江公寓二号栋住户安全有很大影响,0,0,5,1
西地省明威媒融大数据产业发展有限公司拖欠员工工资,0,0,5,1
A2区金盆岭街道办事处主任暴力违法强拆居民房屋,0,0,5,1
A市205路公交连续10天不按时发车,0,0,5,1
请问无犯罪证明为什么不能在居住地办理？,0,0,5,1
省图书馆新馆建设情况如何了,0,0,5,1
西地省一路共享汽车押金不退还,0,0,5,1
A3区306路公交经过桐梓坡路嘉运路口不停车,0,0,5,1
A市物流学院以东的那块空地规划建的公园什么时候开始动工？,0,0,5,1
举报A8县市有人用量速国际区块链软件进行网络诈骗,0,0,5,1
请A市重视物价过快上涨的问题,0,0,5,1
A4区竹山园路老毛家桥市场有商贩堵路,0,0,5,1
A4区沙坪街道汉回村村支书纵容农民山林被非法侵占,3,1,4,10.0
在A市摇号买房，摇到了不买的话会有什么影响吗？,0,0,2,29.0
外地人在A市购买司法拍卖房是否属于限购范围？,0,0,3,19.0
A市A5区稻田中学午餐伙食太差劲,0,0,4,9.0
A7县小塘路还修吗？,6,0,3,18.0
故土难离，新家难入——A4区朝正苑拆迁安置房源缺口巨大如何解决？,2,0,2,27.0
西地省津楚投资有限公司法人失踪半月,8,0,4,6.0
给A7县社塘路白改黑的建议,2,1,2,26.0
西地省享乐旅游公司欺诈游客,0,0,2,23.0
请严查A3区杜容路工程车环卫车乱停扰民问题,1,0,3,13.0
反映A市青园街道临聘人员加班费用的问题,2,1,4,3.0
A市盛长上东区房子有质量问题,0,0,3,13.0
反映A市金星北片110kv及以上高压线的现状和规划的几个问题,28,1,4,1.0
请问A市星沙新客运站选址定了吗,17,0,4,1
恳求政府整治A市月湖市场的传销,16,0,4,1
A7县东六到东八路之间的凉塘路还没拉通,14,0,4,1
建议将渝长厦A9市站选择在A9市西南角设站,12,1,4,1
关于A市金星北片110kv及以上高压线的现状和规划的几个问题,10,1,4,1
请A7县星沙派出所民警合理执法,9,0,4,1
A市高铁南站东广场停车场只让工作人员停，谁定的规矩？,9,0,4,1
关于A市金晖优步花园相关问题的反映,9,0,4,1
A市德雅路（三一大道口---车站路口）什么时候改造？,8,0,4,1
常益高速复线何时可以动工？,8,0,4,1
建议A7县机关事务局所管辖的公车司机对外公开招聘,8,0,4,1
微博博主“考拉·Koala”和微信公众号“爱玩客ivankr”涉嫌网络诈骗,6,1,4,1
恳请合理安置A4区营盘路六堆子拆迁项目中的下岗职工,6,0,4,1
请问A市加快公共场所禁烟有何具体行动？,4,0,4,1
西地省步趣app随意冻结用户账户，公司没有任何说明！,4,0,4,1
请严格治理A7县星沙街道公共停车区域的僵尸车和乱停、违停现象,4,0,4,1
A市的垃圾分类会不会像上海那样严格罚款,2,1,3,11.0
A3区雨敞坪镇能否也通上公交车,0,0,2,21.0
A4区融创城晚间十点至凌晨两三点打桩扰民,0,0,2,21.0
楚郡未来实验学校针对四年级学生上调学费是否违规,3,0,4,1
A市中南大学楚雅医院停车收六块钱一个小时，合理吗？,3,0,4,1
A7县开元路与东六路交叉口北半幅路面被围挡占道多年,3,0,4,1
A7县第二医院和市中心医院为病人做手术未通知其家属,2,0,4,1
A市梅岭国际规划老是变，为何迟迟不建？,2,0,4,1
A市湖楚财富及两大国资委股东侵吞百姓血汗钱,2,0,4,1
A市长郡外国语实验学校急需要解决公交车规划问题,2,0,4,1
A4区A1区中路名富公寓物业乱收费,2,0,4,1
A7县泉塘公园6点多广场舞就开始了,2,0,4,1
希望A市公交车公司能多加几趟警校北门到A市火车站的362次车,2,0,4,1
请A市加强楚雅附二附近的治安巡逻管理,2,0,4,1
希望早日解决A7县星沙经开区网上交水费的问题,2,0,4,1
A市磁悬浮列车只能现金支付很不方便,2,0,4,1
A7县中南汽车世界的老虎机害人不浅,2,0,4,1
A7县东七路电力走廊乱停车,2,0,4,1
A3区咸嘉湖街道中央美郡5栋顶层违建,1,0,4,1
A2区竹塘西路230路改线后，居民出行受到影响,1,0,4,1
请问A市地铁三号线J9县区间左线到底有没有开始盾构,1,0,4,1
质疑A市楚雅路过江通道d匝道设置在银双路的科学性和合理性,1,0,4,1
希望A市地铁站增设手机刷卡进出站,1,0,4,1
A2区暮云街道行政不作为，业主要求依法维护个人房屋使用权,1,0,4,1
A7县龙楚社区佘家珑组居民房屋前垃圾堆积，危害居民健康,1,0,4,1
A市梅溪正荣府自2018年底至今长期停工面临烂尾风险,1,0,4,1
A市白云路现在修成了一条断头路，何时继续动工？,1,0,4,1
在A市楚雅附二文艺新村8栋楼附近停车无故被殴打，请还受害者一个公道,1,0,4,1
请问A7县星沙街道杉仙岭社区六区68栋是否在棚户改造项目当中？,1,0,4,1
A市可可小城水压不足，影响用户生活,1,0,4,1
A7县为何不允许互联网APP平台开业主大会？,1,0,4,1
希望A市在仰天湖中建小学校门口修建人行天桥或地下通道,1,0,4,1
A市公交车乱挤乱插现象亟待重拳整治,1,0,4,1
反映A市禹泰云开一品产权证问题,1,0,4,1
A市能东华府一直不交房,1,0,4,1
A市珠江东方明珠三期一到高峰期就停水,1,0,4,1
A7县漓楚东路东四路至黄兴大道段人行道无路灯，晚上光线昏暗,1,0,4,1
A市地铁充值为什么必须是50的倍数,1,0,4,1
A市金茂府5-4304一房二卖,1,0,4,1
A3区润泽园小区办丧事声音大得吓人,1,0,4,1
A8县市双凫铺镇碎石厂村镇越权批准项目方违法施工,1,0,4,1
举报A市望兴西西里小区老物业卷走业主的物业费与装修押金！,1,0,4,1
A市全装修扰乱市场秩序,1,0,4,1
A3区王家湾麓山南路近万居民停水近十天了,1,0,4,1
请求解决A市青园街道聘用人员待遇问题,1,1,4,1
A7县开元路与东四路交叉口未经听证会和公示就建垃圾站,1,0,4,1
A7县泉塘街道圣力华苑小区业主想办理“两证合一”该走什么程序？,1,0,4,1
A7县城区禁鸣区域需要扩大,1,0,4,1
关于A市医护人员健康证检查的建议,1,0,4,1
改善居民休息和睡眠环境，建议A7县全县禁止鸣笛,1,1,4,1
反映A市液化石油气发展有限公司宿舍（原煤气公司宿舍）房顶漏水问题,1,0,4,1
A1区A2区华庭自来水好大一股霉味,1,0,4,1
如何妥善解决目前A市常规公交经营困难的问题？,0,0,4,1
A6区江岸花城为何迟迟不交房,0,0,4,1
建议A市广济桥立交桥上加限高横栏,0,0,4,1
强烈要求A市调整20路公交车晚上停班时间,0,0,4,1
A7县荣立工贸化工厂排放废气污染环境,0,0,4,1
反映A4区旺德府凯悦国际出行难问题,0,0,4,1
请督促A市中院按诉讼程序开庭、尽快判决,0,0,4,1
请腾开A5区恒达时代花园小区消防生命路，莫视生命如草芥,0,0,4,1
举报A市三一大道合峰加油站进行虚假充值活动,0,0,4,1
A3区麓枫和苑南门唐家洲路段渣土车夜间噪音很刺耳,0,0,4,1
A7县星沙街道广生村为修路堵路,0,0,4,1
西地省中医药大学的学历认证为何需要一个月？,0,0,4,1
关于加强A市户外广告牌管理，防止光污染的建议,0,0,4,1
A市公安局A4区分局非法拘禁关押人,0,0,4,1
外嫁女户口能迁回原籍吗？,0,0,4,1
A5区昇明壹城沿街商铺商业空调的噪音、废气全排小区里了,0,0,4,1
A市西湖公园望麓桥下主通道人行通道有安全隐患,0,0,4,1
A市梅岭国际规划老是变，为何迟迟不建？,0,0,4,1
A2区磨盘湾13号房子还没协调好就被拆了,0,0,4,1
请拆除A3区金科东方大院内的违建,0,0,4,1
A3区建工象山国际楼盘经常开工到深夜凌晨四五点,0,0,4,1
A市半山壹号三期无限期延迟交房,0,0,4,1
A4区城管执法不作为，放任圣爵菲斯小区别墅业主违章建筑,0,0,4,1
A市实验中学附近路段能否重新划定行车道？,0,0,4,1
2018年度省建设工程质量检测技术人员岗位知识考试成绩何时公布？,0,0,4,1
A6区熙庭原著烂尾楼为什么还允许它不限购，坑害老百姓,0,0,4,1
A市有几趟公交到尖山印象公租房站不停车,0,0,4,1
A3区谷山庭苑16栋电梯故障频发,0,0,4,1
A5区赤岗冲11路公交车露天洗车影响交通,0,0,4,1
实名举报A市楚雅二医院鉴定中心作虚假鉴定,0,0,4,1
A3区西湖文化园偷钓者十分猖獗,0,0,4,1
老百姓对政府公示的意见书能否持反对意见,0,0,4,1
A市潇楚南路由南往北右拐上相府路大桥红灯设置不合理,0,0,4,1
投诉A市鹏鑫置业公司拖欠工程款！,0,0,4,1
反映西地省外贸职业学院1.22面试中不规范问题,0,0,4,1
咨询A市公交409线路问题,0,0,4,1
A5区明昇壹城小区业主未取得养犬许可证，违规养狗,0,0,4,1
A1区A9市河畔小区物业很差,0,1,4,1
A市重型机器厂三区五栋的房子都几十年了，还没有发房产证！,0,0,4,1
A市周南中学周末要考试，请还我们节假日休息时间,0,0,4,1
A1区朝阳街道解放东路二里牌向韶村马路占道经营严重,0,0,4,1
A市科教新村4区10栋1单元乐轩舞培训依然到深夜还在弹琴,0,0,4,1
咨询A市事业单位考试报名中职业资格与职称比照对应的问题,0,0,4,1
A市市政建设开发有限公司违规操作铁广职工住宅项目,0,0,4,1
咨询西地省“电动摩托车”新规上牌和考证的问题,0,0,4,1
A3区西子园小区补习班托管中心仍在非法营运,0,0,4,1
建议A市1路车的终点站延伸到碧沙湖的地铁站,0,0,4,1
A市高新区谷苑路的渣土车为何如此疯狂飞驰？？？,0,0,4,1
关于A市车用天然气价格昂贵的投诉,0,0,4,1
A市旭辉国际广场住户家遭到恶意停水,0,0,4,1
A7县星沙医院如此明目张胆偷税漏税？,0,0,4,1
A市黎郡新宇太和园小区盼安装隔音板,0,0,4,1
A市在水一方大厦人为烂尾多年，安全隐患严重,0,0,4,1
请问强制封闭煤球厂是国家政策吗,0,0,4,1
希望A市政府加快建立失能人员护理保险福利制度,0,0,4,1
咨询移动通信业务问题,0,0,4,1
A6区白箬铺镇光明村田坪组顺祥养老院涉嫌非法集资,0,0,4,1
A7县泉塘街道静园全天候施工扰民,0,0,4,1
A4区凤舞路新河大厦建筑工地长期噪音扰民，居民不得安宁！,0,0,4,1
A市365公交车经常等很久不来,0,0,4,1
请A市加快创新小微企业发展帮扶,0,0,4,1
A市爱心卡可以刷地铁吗,0,0,4,1
请A市严打涉嫌传销诈骗的数字货币CNCC,0,0,4,1
A市山水湾小区经常有粪池车停在里面,0,0,4,1
A3区58众创新佳宜超市音响外置，太吵了,0,0,4,1
A3区欣胜园小区急需水改电改和车位改造,0,0,4,1
A3区竹马塘菜市场改造完成之后小区消防通道积水,0,0,4,1
咨询A市楼盘集中供暖一事,0,0,4,1
A市自梦强数码科技有限公司产品差，退货还不让退,0,0,4,1
请求将A6区城市中心的荒山改为街头绿地公园或广场的建议,0,0,4,1
西地省建六公司五处危房无人问津,0,0,4,1
A市鑫远楚府华城二期小区垃圾站臭气熏天、蚊虫横飞,0,0,4,1
投诉A市A5区都市馨园消防通道被占为私人收费停车场,0,0,4,1
请A市A5区公安分局和候家塘派出所认真对待聚利网诈骗一案,0,0,4,1
建议在A7县城区路口渠化岛设置遮阳遮雨棚,0,0,4,1
请问西地省机动车驾驶员培训公众服务平台什么时候开通？,0,0,4,1
反映A市合能枫丹丽舍精装修问题及业主子女入读小学事宜,0,0,4,1
A市银行网上服务控件升级导致无法使用,0,0,4,1
"不需要车位,不想白扔12万",0,0,4,1
A6区乌山街道聚缘路烧烤店占道经营到凌晨两三点,0,0,4,1
西地省农业大学第十教学楼下的停车场变快递超市,0,0,4,1
A7县达宏物业管理有限公司的皮卡是执法车吗,0,1,4,1
A4区龙湾商业广场停车场道闸砸坏车，不予处理,0,0,4,1
投诉A4区四方坪金范社区和才子佳苑2期物业阻止业委会成立,0,0,4,1.0
A3区银盆岭街道办事处银双社区违规插手金色山庄小区内部事务,0,0,4,1
